ÊôÇÈñì,„ÉÅ„É£„É≥„Éç„É´A,„ÉÅ„É£„É≥„Éç„É´B,A - B,,ïΩãœ,ïWèÄïŒç∑
0.0131072,0.2655721,0.262154,0.00341809,,,
0.01327104,0.2744224,0.262154,0.01226845,,,
0.01343488,0.2744224,0.2711875,0.00323495,,,
0.01359872,0.2744224,0.2711875,0.00323495,,,
0.01376256,0.2744224,0.262154,0.01226845,,,
0.0139264,0.2744224,0.262154,0.01226845,,,
0.01409024,0.2744224,0.2711875,0.00323495,,,
0.01425408,0.2744224,0.2711875,0.00323495,,,
0.01441792,0.2744224,0.262154,0.01226845,,,
0.01458176,0.2744224,0.262154,0.01226845,,,
0.0147456,0.2744224,0.262154,0.01226845,,,
0.01490944,0.2655721,0.262154,0.00341809,,,
0.01507328,0.2744224,0.262154,0.01226845,,,
0.01523712,0.2744224,0.262154,0.01226845,,,
0.01540096,0.2744224,0.262154,0.01226845,,,
0.0155648,0.2744224,0.262154,0.01226845,,,
0.01572864,0.2744224,0.262154,0.01226845,,,
0.01589248,0.2744224,0.262154,0.01226845,,,
0.01605632,0.2655721,0.262154,0.00341809,,,
0.01622016,0.2744224,0.262154,0.01226845,,,
0.016384,0.2744224,0.262154,0.01226845,,,
0.01654784,0.2655721,0.262154,0.00341809,,,
0.01671168,0.2744224,0.262154,0.01226845,,,
0.01687552,0.2655721,0.262154,0.00341809,,,
0.01703936,0.2744224,0.2711875,0.00323495,,,
0.0172032,0.2744224,0.262154,0.01226845,,,
0.01736704,0.2744224,0.262154,0.01226845,,,
0.01753088,0.2744224,0.262154,0.01226845,,,
0.01769472,0.2744224,0.262154,0.01226845,,,
0.01785856,0.2744224,0.2711875,0.00323495,,,
0.0180224,0.2744224,0.262154,0.01226845,,,
0.01818624,0.2744224,0.262154,0.01226845,,,
0.01835008,0.2744224,0.262154,0.01226845,,,
0.01851392,0.2744224,0.262154,0.01226845,,,
0.01867776,0.2744224,0.262154,0.01226845,,,
0.0188416,0.2744224,0.262154,0.01226845,,,
0.01900544,0.2744224,0.262154,0.01226845,,,
0.01916928,0.2744224,0.2711875,0.00323495,,,
0.01933312,0.2744224,0.262154,0.01226845,,,
0.01949696,0.2744224,0.262154,0.01226845,,,
0.0196608,0.2744224,0.262154,0.01226845,,,
0.01982464,0.2744224,0.262154,0.01226845,,,
0.01998848,0.2744224,0.262154,0.01226845,,,
0.02015232,0.2655721,0.262154,0.00341809,,,
0.02031616,0.2744224,0.262154,0.01226845,,,
0.02048,0.2655721,0.262154,0.00341809,,,
0.02064384,0.2744224,0.262154,0.01226845,,,
0.02080768,0.2744224,0.262154,0.01226845,,,
0.02097152,0.2744224,0.262154,0.01226845,,,
0.02113536,0.2744224,0.262154,0.01226845,,,
0.0212992,0.2744224,0.2711875,0.00323495,,,
0.02146304,0.2744224,0.2711875,0.00323495,,,
0.02162688,0.2744224,0.262154,0.01226845,,,
0.02179072,0.2744224,0.262154,0.01226845,,,
0.02195456,0.2744224,0.262154,0.01226845,,,
0.0221184,0.2655721,0.262154,0.00341809,,,
0.02228224,0.2744224,0.262154,0.01226845,,,
0.02244608,0.2744224,0.262154,0.01226845,,,
0.02260992,0.2832728,0.2711875,0.01208532,,,
0.02277376,0.2744224,0.2711875,0.00323495,,,
0.0229376,0.2744224,0.262154,0.01226845,,,
0.02310144,0.2832728,0.2711875,0.01208532,,,
0.02326528,0.2744224,0.262154,0.01226845,,,
0.02342912,0.2655721,0.262154,0.00341809,,,
0.02359296,0.2744224,0.262154,0.01226845,,,
0.0237568,0.2744224,0.262154,0.01226845,,,
0.02392064,0.2744224,0.262154,0.01226845,,,
0.02408448,0.2744224,0.262154,0.01226845,,,
0.02424832,0.2744224,0.2711875,0.00323495,,,
0.02441216,0.2744224,0.262154,0.01226845,,,
0.024576,0.2744224,0.262154,0.01226845,,,
0.02473984,0.2744224,0.262154,0.01226845,,,
0.02490368,0.2744224,0.262154,0.01226845,,,
0.02506752,0.2744224,0.2711875,0.00323495,,,
0.02523136,0.2744224,0.262154,0.01226845,,,
0.0253952,0.2655721,0.262154,0.00341809,,,
0.02555904,0.2655721,0.262154,0.00341809,,,
0.02572288,0.2744224,0.2711875,0.00323495,,,
0.02588672,0.2744224,0.262154,0.01226845,,,
0.02605056,0.2744224,0.262154,0.01226845,,,
0.0262144,0.2744224,0.262154,0.01226845,,,
0.02637824,0.2744224,0.2711875,0.00323495,,,
0.02654208,0.2744224,0.262154,0.01226845,,,
0.02670592,0.2744224,0.262154,0.01226845,,,
0.02686976,0.2744224,0.2711875,0.00323495,,,
0.0270336,0.2744224,0.262154,0.01226845,,,
0.02719744,0.2655721,0.262154,0.00341809,,,
0.02736128,0.2744224,0.2711875,0.00323495,,,
0.02752512,0.2744224,0.262154,0.01226845,,,
0.02768896,0.2744224,0.2711875,0.00323495,,,
0.0278528,0.2744224,0.262154,0.01226845,,,
0.02801664,0.2744224,0.262154,0.01226845,,,
0.02818048,0.2744224,0.2711875,0.00323495,,,
0.02834432,0.2744224,0.262154,0.01226845,,,
0.02850816,0.2832728,0.262154,0.02111882,,,
0.028672,0.2744224,0.262154,0.01226845,,,
0.02883584,0.2655721,0.262154,0.00341809,,,
0.02899968,0.2655721,0.2711875,-0.00561541,,,
0.02916352,0.2744224,0.262154,0.01226845,,,
0.02932736,0.2744224,0.2711875,0.00323495,,,
0.0294912,0.2744224,0.262154,0.01226845,,,
0.02965504,0.2744224,0.262154,0.01226845,,,
0.02981888,0.2744224,0.2711875,0.00323495,,,
0.02998272,0.2744224,0.262154,0.01226845,,,
0.03014656,0.2655721,0.262154,0.00341809,,,
0.0303104,0.2744224,0.2711875,0.00323495,,,
0.03047424,0.2655721,0.262154,0.00341809,,,
0.03063808,0.2744224,0.262154,0.01226845,,,
0.03080192,0.2744224,0.262154,0.01226845,,,
0.03096576,0.2655721,0.262154,0.00341809,,,
0.0311296,0.2744224,0.262154,0.01226845,,,
0.03129344,0.2832728,0.2711875,0.01208532,,,
0.03145728,0.2744224,0.2711875,0.00323495,,,
0.03162112,0.2744224,0.262154,0.01226845,,,
0.03178496,0.2744224,0.262154,0.01226845,,,
0.0319488,0.2744224,0.262154,0.01226845,,,
0.03211264,0.2744224,0.262154,0.01226845,,,
0.03227648,0.2744224,0.262154,0.01226845,,,
0.03244032,0.2744224,0.262154,0.01226845,,,
0.03260416,0.2744224,0.2711875,0.00323495,,,
0.032768,0.2744224,0.262154,0.01226845,,,
0.03293184,0.2655721,0.262154,0.00341809,,,
0.03309568,0.2744224,0.262154,0.01226845,,,
0.03325952,0.2744224,0.262154,0.01226845,,,
0.03342336,0.2744224,0.262154,0.01226845,,,
0.0335872,0.2744224,0.262154,0.01226845,,,
0.03375104,0.2655721,0.262154,0.00341809,,,
0.03391488,0.2744224,0.262154,0.01226845,,,
0.03407872,0.2655721,0.262154,0.00341809,,,
0.03424256,0.2744224,0.262154,0.01226845,,,
0.0344064,0.2744224,0.2711875,0.00323495,,,
0.03457024,0.2744224,0.262154,0.01226845,,,
0.03473408,0.2744224,0.262154,0.01226845,,,
0.03489792,0.2655721,0.262154,0.00341809,,,
0.03506176,0.2744224,0.262154,0.01226845,,,
0.0352256,0.2744224,0.262154,0.01226845,,,
0.03538944,0.2655721,0.262154,0.00341809,,,
0.03555328,0.2655721,0.262154,0.00341809,,,
0.03571712,0.2744224,0.262154,0.01226845,,,
0.03588096,0.2744224,0.262154,0.01226845,,,
0.0360448,0.2744224,0.262154,0.01226845,,,
0.03620864,0.2655721,0.262154,0.00341809,,,
0.03637248,0.2744224,0.262154,0.01226845,,,
0.03653632,0.2744224,0.262154,0.01226845,,,
0.03670016,0.2744224,0.262154,0.01226845,,,
0.036864,0.2744224,0.2711875,0.00323495,,,
0.03702784,0.2744224,0.262154,0.01226845,,,
0.03719168,0.2744224,0.262154,0.01226845,,,
0.03735552,0.2655721,0.262154,0.00341809,,,
0.03751936,0.2744224,0.262154,0.01226845,,,
0.0376832,0.2744224,0.2711875,0.00323495,,,
0.03784704,0.2744224,0.2711875,0.00323495,,,
0.03801088,0.2744224,0.2711875,0.00323495,,,
0.03817472,0.2744224,0.262154,0.01226845,,,
0.03833856,0.2744224,0.2711875,0.00323495,,,
0.0385024,0.2744224,0.262154,0.01226845,,,
0.03866624,0.2744224,0.262154,0.01226845,,,
0.03883008,0.2744224,0.2711875,0.00323495,,,
0.03899392,0.2744224,0.262154,0.01226845,,,
0.03915776,0.2744224,0.262154,0.01226845,,,
0.0393216,0.2744224,0.2711875,0.00323495,,,
0.03948544,0.2744224,0.262154,0.01226845,,,
0.03964928,0.2744224,0.262154,0.01226845,,,
0.03981312,0.2744224,0.262154,0.01226845,,,
0.03997696,0.2744224,0.262154,0.01226845,,,
0.0401408,0.2744224,0.262154,0.01226845,,,
0.04030464,0.2655721,0.2711875,-0.00561541,,,
0.04046848,0.2744224,0.262154,0.01226845,,,
0.04063232,0.2744224,0.2711875,0.00323495,,,
0.04079616,0.2744224,0.262154,0.01226845,,,
0.04096,0.2744224,0.262154,0.01226845,,,
0.04112384,0.2744224,0.262154,0.01226845,,,
0.04128768,0.2744224,0.262154,0.01226845,,,
0.04145152,0.2744224,0.262154,0.01226845,,,
0.04161536,0.2744224,0.262154,0.01226845,,,
0.0417792,0.2744224,0.262154,0.01226845,,,
0.04194304,0.2655721,0.262154,0.00341809,,,
0.04210688,0.2744224,0.262154,0.01226845,,,
0.04227072,0.2744224,0.262154,0.01226845,,,
0.04243456,0.2744224,0.262154,0.01226845,,,
0.0425984,0.2744224,0.262154,0.01226845,,,
0.04276224,0.2744224,0.262154,0.01226845,,,
0.04292608,0.2744224,0.262154,0.01226845,,,
0.04308992,0.2744224,0.2711875,0.00323495,,,
0.04325376,0.2744224,0.262154,0.01226845,,,
0.0434176,0.2744224,0.262154,0.01226845,,,
0.04358144,0.2744224,0.262154,0.01226845,,,
0.04374528,0.2744224,0.262154,0.01226845,,,
0.04390912,0.2744224,0.2711875,0.00323495,,,
0.04407296,0.2744224,0.262154,0.01226845,,,
0.0442368,0.2744224,0.262154,0.01226845,,,
0.04440064,0.2655721,0.262154,0.00341809,,,
0.04456448,0.2655721,0.262154,0.00341809,,,
0.04472832,0.2744224,0.262154,0.01226845,,,
0.04489216,0.2744224,0.262154,0.01226845,,,
0.045056,0.2744224,0.2711875,0.00323495,,,
0.04521984,0.2744224,0.2711875,0.00323495,,,
0.04538368,0.2744224,0.2711875,0.00323495,,,
0.04554752,0.2744224,0.262154,0.01226845,,,
0.04571136,0.2744224,0.2711875,0.00323495,,,
0.0458752,0.2832728,0.262154,0.02111882,,,
0.04603904,0.2744224,0.262154,0.01226845,,,
0.04620288,0.2655721,0.262154,0.00341809,,,
0.04636672,0.2744224,0.2711875,0.00323495,,,
0.04653056,0.2744224,0.262154,0.01226845,,,
0.0466944,0.2655721,0.262154,0.00341809,,,
0.04685824,0.2744224,0.262154,0.01226845,,,
0.04702208,0.2744224,0.2711875,0.00323495,,,
0.04718592,0.2744224,0.262154,0.01226845,,,
0.04734976,0.2744224,0.262154,0.01226845,,,
0.0475136,0.2744224,0.262154,0.01226845,,,
0.04767744,0.2744224,0.262154,0.01226845,,,
0.04784128,0.2744224,0.2711875,0.00323495,,,
0.04800512,0.2744224,0.2711875,0.00323495,,,
0.04816896,0.2744224,0.262154,0.01226845,,,
0.0483328,0.2744224,0.262154,0.01226845,,,
0.04849664,0.2655721,0.262154,0.00341809,,,
0.04866048,0.2744224,0.262154,0.01226845,,,
0.04882432,0.2744224,0.2711875,0.00323495,,,
0.04898816,0.2655721,0.2711875,-0.00561541,,,
0.049152,0.2655721,0.262154,0.00341809,,,
0.04931584,0.2744224,0.262154,0.01226845,,,
0.04947968,0.2744224,0.2711875,0.00323495,,,
0.04964352,0.2744224,0.2711875,0.00323495,,,
0.04980736,0.2744224,0.262154,0.01226845,,,
0.0499712,0.2744224,0.262154,0.01226845,,,
0.05013504,0.2744224,0.262154,0.01226845,,,
0.05029888,0.2744224,0.2711875,0.00323495,,,
0.05046272,0.2744224,0.262154,0.01226845,,,
0.05062656,0.2744224,0.262154,0.01226845,,,
0.0507904,0.2655721,0.262154,0.00341809,,,
0.05095424,0.2744224,0.262154,0.01226845,,,
0.05111808,0.2744224,0.262154,0.01226845,,,
0.05128192,0.2744224,0.2711875,0.00323495,,,
0.05144576,0.2744224,0.262154,0.01226845,,,
0.0516096,0.2744224,0.262154,0.01226845,,,
0.05177344,0.2744224,0.262154,0.01226845,,,
0.05193728,0.2744224,0.262154,0.01226845,,,
0.05210112,0.2744224,0.262154,0.01226845,,,
0.05226496,0.2744224,0.2711875,0.00323495,,,
0.0524288,0.2744224,0.262154,0.01226845,,,
0.05259264,0.2744224,0.262154,0.01226845,,,
0.05275648,0.2744224,0.262154,0.01226845,,,
0.05292032,0.2744224,0.262154,0.01226845,,,
0.05308416,0.2744224,0.262154,0.01226845,,,
0.053248,0.2744224,0.262154,0.01226845,,,
0.05341184,0.2744224,0.262154,0.01226845,,,
0.05357568,0.2744224,0.2711875,0.00323495,,,
0.05373952,0.2744224,0.262154,0.01226845,,,
0.05390336,0.2744224,0.262154,0.01226845,,,
0.0540672,0.2744224,0.262154,0.01226845,,,
0.05423104,0.2655721,0.262154,0.00341809,,,
0.05439488,0.2744224,0.262154,0.01226845,,,
0.05455872,0.2744224,0.262154,0.01226845,,,
0.05472256,0.2744224,0.262154,0.01226845,,,
0.0548864,0.2655721,0.262154,0.00341809,,,
0.05505024,0.2744224,0.262154,0.01226845,,,
0.05521408,0.2744224,0.262154,0.01226845,,,
0.05537792,0.2744224,0.2711875,0.00323495,,,
0.05554176,0.2744224,0.262154,0.01226845,,,
0.0557056,0.2744224,0.262154,0.01226845,,,
0.05586944,0.2744224,0.2711875,0.00323495,,,
0.05603328,0.2744224,0.262154,0.01226845,,,
0.05619712,0.2832728,0.2711875,0.01208532,,,
0.05636096,0.2744224,0.262154,0.01226845,,,
0.0565248,0.2744224,0.2711875,0.00323495,,,
0.05668864,0.2744224,0.2711875,0.00323495,,,
0.05685248,0.2744224,0.2711875,0.00323495,,,
0.05701632,0.2744224,0.262154,0.01226845,,,
0.05718016,0.2744224,0.262154,0.01226845,,,
0.057344,0.2744224,0.262154,0.01226845,,,
0.05750784,0.2744224,0.262154,0.01226845,,,
0.05767168,0.2744224,0.262154,0.01226845,,,
0.05783552,0.2744224,0.262154,0.01226845,,,
0.05799936,0.2744224,0.262154,0.01226845,,,
0.0581632,0.2744224,0.262154,0.01226845,,,
0.05832704,0.2744224,0.262154,0.01226845,,,
0.05849088,0.2744224,0.262154,0.01226845,,,
0.05865472,0.2744224,0.262154,0.01226845,,,
0.05881856,0.2655721,0.262154,0.00341809,,,
0.0589824,0.2744224,0.262154,0.01226845,,,
0.05914624,0.2744224,0.262154,0.01226845,,,
0.05931008,0.2744224,0.262154,0.01226845,,,
0.05947392,0.2832728,0.262154,0.02111882,,,
0.05963776,0.2744224,0.262154,0.01226845,,,
0.0598016,0.2655721,0.262154,0.00341809,,,
0.05996544,0.2744224,0.262154,0.01226845,,,
0.06012928,0.2744224,0.262154,0.01226845,,,
0.06029312,0.2655721,0.262154,0.00341809,,,
0.06045696,0.2744224,0.262154,0.01226845,,,
0.0606208,0.2744224,0.2711875,0.00323495,,,
0.06078464,0.2744224,0.262154,0.01226845,,,
0.06094848,0.2744224,0.262154,0.01226845,,,
0.06111232,0.2744224,0.262154,0.01226845,,,
0.06127616,0.2744224,0.262154,0.01226845,,,
0.06144,0.2655721,0.262154,0.00341809,,,
0.06160384,0.2744224,0.262154,0.01226845,,,
0.06176768,0.2744224,0.262154,0.01226845,,,
0.06193152,0.2744224,0.262154,0.01226845,,,
0.06209536,0.2744224,0.262154,0.01226845,,,
0.0622592,0.2744224,0.2711875,0.00323495,,,
0.06242304,0.2655721,0.262154,0.00341809,,,
0.06258688,0.2744224,0.262154,0.01226845,,,
0.06275072,0.2744224,0.2711875,0.00323495,,,
0.06291456,0.2744224,0.262154,0.01226845,,,
0.0630784,0.2744224,0.262154,0.01226845,,,
0.06324224,0.2744224,0.2711875,0.00323495,,,
0.06340608,0.2744224,0.262154,0.01226845,,,
0.06356992,0.2744224,0.262154,0.01226845,,,
0.06373376,0.2744224,0.262154,0.01226845,,,
0.0638976,0.2832728,0.2711875,0.01208532,,,
0.06406144,0.2744224,0.2711875,0.00323495,,,
0.06422528,0.2655721,0.262154,0.00341809,,,
0.06438912,0.2744224,0.262154,0.01226845,,,
0.06455296,0.2655721,0.262154,0.00341809,,,
0.0647168,0.2744224,0.2711875,0.00323495,,,
0.06488064,0.2744224,0.262154,0.01226845,,,
0.06504448,0.2744224,0.262154,0.01226845,,,
0.06520832,0.2744224,0.262154,0.01226845,,,
0.06537216,0.2744224,0.262154,0.01226845,,,
0.065536,0.2744224,0.262154,0.01226845,,,
0.06569984,0.2744224,0.2711875,0.00323495,,,
0.06586368,0.2744224,0.262154,0.01226845,,,
0.06602752,0.2744224,0.262154,0.01226845,,,
0.06619136,0.2744224,0.2711875,0.00323495,,,
0.0663552,0.2744224,0.262154,0.01226845,,,
0.06651904,0.2744224,0.262154,0.01226845,,,
0.06668288,0.2744224,0.262154,0.01226845,,,
0.06684672,0.2744224,0.262154,0.01226845,,,
0.06701056,0.2744224,0.262154,0.01226845,,,
0.0671744,0.2744224,0.262154,0.01226845,,,
0.06733824,0.2744224,0.2711875,0.00323495,,,
0.06750208,0.2744224,0.2711875,0.00323495,,,
0.06766592,0.2744224,0.262154,0.01226845,,,
0.06782976,0.2744224,0.262154,0.01226845,,,
0.0679936,0.2744224,0.262154,0.01226845,,,
0.06815744,0.2744224,0.262154,0.01226845,,,
0.06832128,0.2744224,0.262154,0.01226845,,,
0.06848512,0.2744224,0.262154,0.01226845,,,
0.06864896,0.2744224,0.262154,0.01226845,,,
0.0688128,0.2744224,0.262154,0.01226845,,,
0.06897664,0.2744224,0.262154,0.01226845,,,
0.06914048,0.2744224,0.2711875,0.00323495,,,
0.06930432,0.2744224,0.262154,0.01226845,,,
0.06946816,0.2744224,0.262154,0.01226845,,,
0.069632,0.2744224,0.262154,0.01226845,,,
0.06979584,0.2832728,0.262154,0.02111882,,,
0.06995968,0.2744224,0.2711875,0.00323495,,,
0.07012352,0.2744224,0.262154,0.01226845,,,
0.07028736,0.2744224,0.262154,0.01226845,,,
0.0704512,0.2655721,0.262154,0.00341809,,,
0.07061504,0.2655721,0.262154,0.00341809,,,
0.07077888,0.2744224,0.262154,0.01226845,,,
0.07094272,0.2744224,0.262154,0.01226845,,,
0.07110656,0.2655721,0.262154,0.00341809,,,
0.0712704,0.2744224,0.262154,0.01226845,,,
0.07143424,0.2744224,0.262154,0.01226845,,,
0.07159808,0.2744224,0.262154,0.01226845,,,
0.07176192,0.2832728,0.2711875,0.01208532,,,
0.07192576,0.2744224,0.262154,0.01226845,,,
0.0720896,0.2744224,0.262154,0.01226845,,,
0.07225344,0.2744224,0.262154,0.01226845,,,
0.07241728,0.2655721,0.262154,0.00341809,,,
0.07258112,0.2655721,0.262154,0.00341809,,,
0.07274496,0.2655721,0.262154,0.00341809,,,
0.0729088,0.2655721,0.262154,0.00341809,,,
0.07307264,0.2744224,0.2711875,0.00323495,,,
0.07323648,0.2655721,0.262154,0.00341809,,,
0.07340032,0.2744224,0.262154,0.01226845,,,
0.07356416,0.2744224,0.2711875,0.00323495,,,
0.073728,0.2655721,0.262154,0.00341809,,,
0.07389184,0.2744224,0.262154,0.01226845,,,
0.07405568,0.2744224,0.262154,0.01226845,,,
0.07421952,0.2655721,0.262154,0.00341809,,,
0.07438336,0.2832728,0.2711875,0.01208532,,,
0.0745472,0.2655721,0.262154,0.00341809,,,
0.07471104,0.2744224,0.262154,0.01226845,,,
0.07487488,0.2744224,0.262154,0.01226845,,,
0.07503872,0.2655721,0.262154,0.00341809,,,
0.07520256,0.2744224,0.262154,0.01226845,,,
0.0753664,0.2744224,0.262154,0.01226845,,,
0.07553024,0.2744224,0.262154,0.01226845,,,
0.07569408,0.2744224,0.262154,0.01226845,,,
0.07585792,0.2744224,0.262154,0.01226845,,,
0.07602176,0.2744224,0.262154,0.01226845,,,
0.0761856,0.2744224,0.2711875,0.00323495,,,
0.07634944,0.2744224,0.2711875,0.00323495,,,
0.07651328,0.2655721,0.2711875,-0.00561541,,,
0.07667712,0.2744224,0.262154,0.01226845,,,
0.07684096,0.2744224,0.262154,0.01226845,,,
0.0770048,0.2744224,0.262154,0.01226845,,,
0.07716864,0.2744224,0.262154,0.01226845,,,
0.07733248,0.2744224,0.262154,0.01226845,,,
0.07749632,0.2744224,0.262154,0.01226845,,,
0.07766016,0.2744224,0.262154,0.01226845,,,
0.077824,0.2744224,0.2711875,0.00323495,,,
0.07798784,0.2744224,0.262154,0.01226845,,,
0.07815168,0.2744224,0.2711875,0.00323495,,,
0.07831552,0.2744224,0.262154,0.01226845,,,
0.07847936,0.2744224,0.262154,0.01226845,,,
0.0786432,0.2744224,0.2711875,0.00323495,,,
0.07880704,0.2655721,0.262154,0.00341809,,,
0.07897088,0.2744224,0.262154,0.01226845,,,
0.07913472,0.2655721,0.262154,0.00341809,,,
0.07929856,0.2832728,0.2711875,0.01208532,,,
0.0794624,0.2655721,0.262154,0.00341809,,,
0.07962624,0.2744224,0.2711875,0.00323495,,,
0.07979008,0.2744224,0.262154,0.01226845,,,
0.07995392,0.2744224,0.262154,0.01226845,,,
0.08011776,0.2744224,0.262154,0.01226845,,,
0.0802816,0.2744224,0.2711875,0.00323495,,,
0.08044544,0.2655721,0.262154,0.00341809,,,
0.08060928,0.2744224,0.2711875,0.00323495,,,
0.08077312,0.2744224,0.262154,0.01226845,,,
0.08093696,0.2744224,0.262154,0.01226845,,,
0.0811008,0.2744224,0.262154,0.01226845,,,
0.08126464,0.2744224,0.262154,0.01226845,,,
0.08142848,0.2744224,0.262154,0.01226845,,,
0.08159232,0.2744224,0.262154,0.01226845,,,
0.08175616,0.2744224,0.262154,0.01226845,,,
0.08192,0.2655721,0.262154,0.00341809,,,
0.08208384,0.2744224,0.262154,0.01226845,,,
0.08224768,0.2744224,0.262154,0.01226845,,,
0.08241152,0.2744224,0.262154,0.01226845,,,
0.08257536,0.2744224,0.2711875,0.00323495,,,
0.0827392,0.2744224,0.262154,0.01226845,,,
0.08290304,0.2744224,0.262154,0.01226845,,,
0.08306688,0.2655721,0.262154,0.00341809,,,
0.08323072,0.2744224,0.262154,0.01226845,,,
0.08339456,0.2744224,0.2711875,0.00323495,,,
0.0835584,0.2655721,0.262154,0.00341809,,,
0.08372224,0.2744224,0.262154,0.01226845,,,
0.08388608,0.2744224,0.262154,0.01226845,,,
0.08404992,0.2744224,0.262154,0.01226845,,,
0.08421376,0.2744224,0.262154,0.01226845,,,
0.0843776,0.2655721,0.262154,0.00341809,,,
0.08454144,0.2744224,0.262154,0.01226845,,,
0.08470528,0.2744224,0.262154,0.01226845,,,
0.08486912,0.2744224,0.262154,0.01226845,,,
0.08503296,0.2744224,0.262154,0.01226845,,,
0.0851968,0.2744224,0.262154,0.01226845,,,
0.08536064,0.2744224,0.262154,0.01226845,,,
0.08552448,0.2744224,0.262154,0.01226845,,,
0.08568832,0.2744224,0.262154,0.01226845,,,
0.08585216,0.2744224,0.262154,0.01226845,,,
0.086016,0.2744224,0.262154,0.01226845,,,
0.08617984,0.2655721,0.262154,0.00341809,,,
0.08634368,0.2744224,0.262154,0.01226845,,,
